Date,State,Number of Death Cases
3/14/22,California,87492
3/15/22,California,87535
3/16/22,California,87679
3/17/22,California,87823
3/18/22,California,87942
3/19/22,California,87963
3/20/22,California,87965
3/21/22,California,88151
3/22/22,California,88193
3/23/22,California,88294
3/24/22,California,88419
3/25/22,California,88522
3/26/22,California,88541
3/27/22,California,88541
3/28/22,California,88647
3/29/22,California,88663
3/30/22,California,88775
3/31/22,California,88844
4/1/22,California,88905
4/2/22,California,88905
4/3/22,California,88906
4/4/22,California,88946
4/5/22,California,89045
4/6/22,California,89111
4/7/22,California,89135
4/8/22,California,89246
4/9/22,California,89246
4/10/22,California,89246
4/11/22,California,89290
4/12/22,California,89315
4/13/22,California,89437
4/14/22,California,89443
4/15/22,California,89553
4/16/22,California,89557
4/17/22,California,89557
4/18/22,California,89584
4/19/22,California,89684
4/20/22,California,89722
4/21/22,California,89736
4/22/22,California,89898
4/23/22,California,89898
4/24/22,California,89898
4/25/22,California,89917
4/26/22,California,90020
4/27/22,California,90052
4/28/22,California,90060
4/29/22,California,90213
4/30/22,California,90213
5/1/22,California,90213
5/2/22,California,90224
5/3/22,California,90330
5/4/22,California,90358
5/5/22,California,90471
5/6/22,California,90497
5/7/22,California,90497
5/8/22,California,90497
5/9/22,California,90503
5/10/22,California,90611
5/11/22,California,90623
5/12/22,California,90646
5/13/22,California,90782
5/14/22,California,90780
5/15/22,California,90782
5/16/22,California,90799
5/17/22,California,90887
5/18/22,California,90904
5/19/22,California,90918
5/20/22,California,91044
5/21/22,California,91044
5/22/22,California,91044
5/23/22,California,91057
5/24/22,California,91154
5/25/22,California,91176
5/26/22,California,91199
5/27/22,California,91299
5/28/22,California,91299
5/29/22,California,91299
5/30/22,California,91311
5/31/22,California,91382
6/1/22,California,91388
6/2/22,California,91427
6/3/22,California,91502
6/4/22,California,91502
6/5/22,California,91502
6/6/22,California,91516
6/7/22,California,91576
6/8/22,California,91595
6/9/22,California,91609
6/10/22,California,91697
6/11/22,California,91697
6/12/22,California,91696
6/13/22,California,91713
6/14/22,California,91793
6/15/22,California,91821
6/16/22,California,91832
6/17/22,California,91922
6/18/22,California,91922
6/19/22,California,91922
6/20/22,California,91933
6/21/22,California,91992
6/22/22,California,92008
6/23/22,California,92035
6/24/22,California,92113
6/25/22,California,92113
6/26/22,California,92113
6/27/22,California,92131
6/28/22,California,92207
6/29/22,California,92235
6/30/22,California,92249
7/1/22,California,92386
7/2/22,California,92386
7/3/22,California,92386
7/4/22,California,92403
7/5/22,California,92475
7/6/22,California,92510
7/7/22,California,92530
7/8/22,California,92629
7/9/22,California,92629
7/10/22,California,92629
7/11/22,California,92684
7/12/22,California,92758
7/13/22,California,92784
7/14/22,California,92805
7/15/22,California,92904
7/16/22,California,92903
7/17/22,California,92903
7/18/22,California,92932
7/19/22,California,93003
7/20/22,California,93046
7/21/22,California,93076
7/22/22,California,93209
7/23/22,California,93209
7/24/22,California,93209
7/25/22,California,93243
7/26/22,California,93319
7/27/22,California,93355
7/28/22,California,93372
7/29/22,California,93491
7/30/22,California,93491
7/31/22,California,93491
8/1/22,California,93530
8/2/22,California,93609
8/3/22,California,93655
8/4/22,California,93688
8/5/22,California,93816
8/6/22,California,93816
8/7/22,California,93816
8/8/22,California,93846
8/9/22,California,93924
8/10/22,California,93958
8/11/22,California,93981
8/12/22,California,94119
8/13/22,California,94119
8/14/22,California,94119
8/15/22,California,94147
8/16/22,California,94240
8/17/22,California,94276
8/18/22,California,94298
8/19/22,California,94440
8/20/22,California,94440
8/21/22,California,94440
8/22/22,California,94476
8/23/22,California,94590
8/24/22,California,94625
8/25/22,California,94644
8/26/22,California,94812
8/27/22,California,94812
8/28/22,California,94812
8/29/22,California,94840
8/30/22,California,94864
8/31/22,California,94885
9/1/22,California,94906
9/2/22,California,94973
9/3/22,California,94973
9/4/22,California,94973
9/5/22,California,94995
9/6/22,California,95071
9/7/22,California,95089
9/8/22,California,95202
9/9/22,California,95314
9/10/22,California,95311
9/11/22,California,95311
9/12/22,California,95349
9/13/22,California,95365
9/14/22,California,95415
9/15/22,California,95537
9/16/22,California,95550
9/17/22,California,95550
9/18/22,California,95550
9/19/22,California,95587
9/20/22,California,95601
9/21/22,California,95632
9/22/22,California,95783
9/23/22,California,95796
9/24/22,California,95796
9/25/22,California,95796
9/26/22,California,95829
9/27/22,California,95840
9/28/22,California,95869
9/29/22,California,96023
9/30/22,California,95965
10/1/22,California,95965
10/2/22,California,95965
10/3/22,California,95990
10/4/22,California,96071
10/5/22,California,96098
10/6/22,California,96133
10/7/22,California,96217
10/8/22,California,96217
10/9/22,California,96217
10/10/22,California,96217
10/11/22,California,96250
10/12/22,California,96279
10/13/22,California,96425
10/14/22,California,96437
10/15/22,California,96437
10/16/22,California,96437
10/17/22,California,96458
10/18/22,California,96458
10/19/22,California,96496
10/20/22,California,96677
10/21/22,California,96692
10/22/22,California,96692
10/23/22,California,96692
10/24/22,California,96718
10/25/22,California,96727
10/26/22,California,96748
10/27/22,California,96886
10/28/22,California,96892
10/29/22,California,96892
10/30/22,California,96892
10/31/22,California,96890
11/1/22,California,96896
11/2/22,California,96905
11/3/22,California,96998
11/4/22,California,97005
11/5/22,California,97005
11/6/22,California,97005
11/7/22,California,97005
11/8/22,California,97013
11/9/22,California,97034
11/10/22,California,97106
11/11/22,California,97106
11/12/22,California,97106
11/13/22,California,97106
11/14/22,California,97140
11/15/22,California,97149
11/16/22,California,97165
11/17/22,California,97283
11/18/22,California,97290
11/19/22,California,97290
11/20/22,California,97290
11/21/22,California,97310
11/22/22,California,97317
11/23/22,California,97355
11/24/22,California,97416
11/25/22,California,97437
11/26/22,California,97437
11/27/22,California,97437
11/28/22,California,97510
11/29/22,California,97518
11/30/22,California,97529
12/1/22,California,97603
12/2/22,California,97617
12/3/22,California,97617
12/4/22,California,97617
12/5/22,California,97645
12/6/22,California,97655
12/7/22,California,97682
12/8/22,California,97817
1/22/20,Colorado,0
1/23/20,Colorado,0
1/24/20,Colorado,0
1/25/20,Colorado,0
1/26/20,Colorado,0
1/27/20,Colorado,0
1/28/20,Colorado,0
1/29/20,Colorado,0
1/30/20,Colorado,0
1/31/20,Colorado,0
2/1/20,Colorado,0
2/2/20,Colorado,0
2/3/20,Colorado,0
2/4/20,Colorado,0
2/5/20,Colorado,0
2/6/20,Colorado,0
2/7/20,Colorado,0
2/8/20,Colorado,0
2/9/20,Colorado,0
2/10/20,Colorado,0
2/11/20,Colorado,0
2/12/20,Colorado,0
2/13/20,Colorado,0
2/14/20,Colorado,0
2/15/20,Colorado,0
2/16/20,Colorado,0
2/17/20,Colorado,0
2/18/20,Colorado,0
2/19/20,Colorado,0
2/20/20,Colorado,0
2/21/20,Colorado,0
2/22/20,Colorado,0
2/23/20,Colorado,0
2/24/20,Colorado,0
2/25/20,Colorado,0
2/26/20,Colorado,0
2/27/20,Colorado,0
2/28/20,Colorado,0
2/29/20,Colorado,0
3/1/20,Colorado,0
3/2/20,Colorado,0
3/3/20,Colorado,0
3/4/20,Colorado,0
3/5/20,Colorado,0
3/6/20,Colorado,0
3/7/20,Colorado,0
3/8/20,Colorado,0
3/9/20,Colorado,0
3/10/20,Colorado,0
3/11/20,Colorado,0
3/12/20,Colorado,1
3/13/20,Colorado,2
3/14/20,Colorado,2
3/15/20,Colorado,2
3/16/20,Colorado,2
3/17/20,Colorado,3
3/18/20,Colorado,3
3/19/20,Colorado,5
3/20/20,Colorado,5
3/21/20,Colorado,6
3/22/20,Colorado,7
3/23/20,Colorado,7
3/24/20,Colorado,11
3/25/20,Colorado,20
3/26/20,Colorado,19
3/27/20,Colorado,31
3/28/20,Colorado,44
3/29/20,Colorado,47
3/30/20,Colorado,51
3/31/20,Colorado,69
4/1/20,Colorado,457
4/2/20,Colorado,479
4/3/20,Colorado,508
4/4/20,Colorado,539
4/5/20,Colorado,575
4/6/20,Colorado,606
4/7/20,Colorado,665
4/8/20,Colorado,681
4/9/20,Colorado,756
4/10/20,Colorado,750
4/11/20,Colorado,774
4/12/20,Colorado,808
4/13/20,Colorado,841
4/14/20,Colorado,870
4/15/20,Colorado,898
4/16/20,Colorado,928
4/17/20,Colorado,954
4/18/20,Colorado,968
4/19/20,Colorado,986
4/20/20,Colorado,1027
4/21/20,Colorado,1059
4/22/20,Colorado,1080
4/23/20,Colorado,1140
4/24/20,Colorado,1157
4/25/20,Colorado,1172
4/26/20,Colorado,1185
4/27/20,Colorado,1209
4/28/20,Colorado,1227
4/29/20,Colorado,1239
4/30/20,Colorado,1251
5/1/20,Colorado,1267
5/2/20,Colorado,1278
5/3/20,Colorado,1288
5/4/20,Colorado,1309
5/5/20,Colorado,1319
5/6/20,Colorado,1334
5/7/20,Colorado,1350
5/8/20,Colorado,1364
5/9/20,Colorado,1376
5/10/20,Colorado,1381
5/11/20,Colorado,1388
5/12/20,Colorado,1414
5/13/20,Colorado,1426
5/14/20,Colorado,1446
5/15/20,Colorado,1473
5/16/20,Colorado,1487
5/17/20,Colorado,1495
5/18/20,Colorado,1506
5/19/20,Colorado,1522
5/20/20,Colorado,1531
5/21/20,Colorado,1536
5/22/20,Colorado,1550
5/23/20,Colorado,1557
5/24/20,Colorado,1560
5/25/20,Colorado,1564
5/26/20,Colorado,1579
5/27/20,Colorado,1592
5/28/20,Colorado,1598
5/29/20,Colorado,1605
5/30/20,Colorado,1608
5/31/20,Colorado,1612
6/1/20,Colorado,1618
6/2/20,Colorado,1624
6/3/20,Colorado,1633
6/4/20,Colorado,1644
6/5/20,Colorado,1646
6/6/20,Colorado,1649
6/7/20,Colorado,1653
6/8/20,Colorado,1659
6/9/20,Colorado,1660
6/10/20,Colorado,1665
6/11/20,Colorado,1669
6/12/20,Colorado,1670
6/13/20,Colorado,1671
6/14/20,Colorado,1673
6/15/20,Colorado,1677
6/16/20,Colorado,1680
6/17/20,Colorado,1686
6/18/20,Colorado,1689
6/19/20,Colorado,1691
6/20/20,Colorado,1693
6/21/20,Colorado,1695
6/22/20,Colorado,1699
6/23/20,Colorado,1704
6/24/20,Colorado,1704
6/25/20,Colorado,1708
6/26/20,Colorado,1711
6/27/20,Colorado,1714
6/28/20,Colorado,1715
6/29/20,Colorado,1720
6/30/20,Colorado,1724
7/1/20,Colorado,1731
7/2/20,Colorado,1738
7/3/20,Colorado,1741
7/4/20,Colorado,1746
7/5/20,Colorado,1747
7/6/20,Colorado,1752
7/7/20,Colorado,1758
7/8/20,Colorado,1766
7/9/20,Colorado,1768
7/10/20,Colorado,1772
7/11/20,Colorado,1774
7/12/20,Colorado,1775
7/13/20,Colorado,1788
7/14/20,Colorado,1795
7/15/20,Colorado,1800
7/16/20,Colorado,1807
7/17/20,Colorado,1814
7/18/20,Colorado,1817
7/19/20,Colorado,1821
7/20/20,Colorado,1827
7/21/20,Colorado,1840
7/22/20,Colorado,1844
7/23/20,Colorado,1844
7/24/20,Colorado,1849
7/25/20,Colorado,1850
7/26/20,Colorado,1852
7/27/20,Colorado,1856
7/28/20,Colorado,1859
7/29/20,Colorado,1864
7/30/20,Colorado,1864
7/31/20,Colorado,1867
8/1/20,Colorado,1869
8/2/20,Colorado,1869
8/3/20,Colorado,1870
8/4/20,Colorado,1872
8/5/20,Colorado,1878
8/6/20,Colorado,1882
8/7/20,Colorado,1883
8/8/20,Colorado,1886
8/9/20,Colorado,1887
8/10/20,Colorado,1894
8/11/20,Colorado,1896
8/12/20,Colorado,1896
8/13/20,Colorado,1899
8/14/20,Colorado,1901
8/15/20,Colorado,1903
8/16/20,Colorado,1905
8/17/20,Colorado,1910
8/18/20,Colorado,1912
8/19/20,Colorado,1914
8/20/20,Colorado,1919
8/21/20,Colorado,1925
8/22/20,Colorado,1927
8/23/20,Colorado,1931
8/24/20,Colorado,1939
8/25/20,Colorado,1947
8/26/20,Colorado,1950
8/27/20,Colorado,1955
8/28/20,Colorado,1960
8/29/20,Colorado,1963
8/30/20,Colorado,1963
8/31/20,Colorado,1965
9/1/20,Colorado,1968
9/2/20,Colorado,1976
9/3/20,Colorado,1979
9/4/20,Colorado,1981
9/5/20,Colorado,1987
9/6/20,Colorado,1987
9/7/20,Colorado,1992
9/8/20,Colorado,2002
9/9/20,Colorado,2005
9/10/20,Colorado,2008
9/11/20,Colorado,2014
9/12/20,Colorado,2015
9/13/20,Colorado,2016
9/14/20,Colorado,2019
9/15/20,Colorado,2022
9/16/20,Colorado,2025
9/17/20,Colorado,2030
9/18/20,Colorado,2035
9/19/20,Colorado,2042
9/20/20,Colorado,2044
9/21/20,Colorado,2049
9/22/20,Colorado,2053
9/23/20,Colorado,2062
9/24/20,Colorado,2066
9/25/20,Colorado,2073
9/26/20,Colorado,2077
9/27/20,Colorado,2080
9/28/20,Colorado,2089
9/29/20,Colorado,2092
9/30/20,Colorado,2095
10/1/20,Colorado,2099
10/2/20,Colorado,2105
10/3/20,Colorado,2111
10/4/20,Colorado,2118
10/5/20,Colorado,2124
10/6/20,Colorado,2129
10/7/20,Colorado,2138
10/8/20,Colorado,2147
10/9/20,Colorado,2151
10/10/20,Colorado,2154
10/11/20,Colorado,2159
10/12/20,Colorado,2165
10/13/20,Colorado,2171
10/14/20,Colorado,2180
10/15/20,Colorado,2193
10/16/20,Colorado,2210
10/17/20,Colorado,2219
10/18/20,Colorado,2243
10/19/20,Colorado,2277
10/20/20,Colorado,2300
10/21/20,Colorado,2320
10/22/20,Colorado,2349
10/23/20,Colorado,2371
10/24/20,Colorado,2394
10/25/20,Colorado,2405
10/26/20,Colorado,2449
10/27/20,Colorado,2481
10/28/20,Colorado,2526
10/29/20,Colorado,2556
10/30/20,Colorado,2581
10/31/20,Colorado,2606
11/1/20,Colorado,2626
11/2/20,Colorado,2671
11/3/20,Colorado,2723
11/4/20,Colorado,2753
11/5/20,Colorado,2808
11/6/20,Colorado,2845
11/7/20,Colorado,2875
11/8/20,Colorado,2902
11/9/20,Colorado,2959
11/10/20,Colorado,3010
11/11/20,Colorado,3066
11/12/20,Colorado,3136
11/13/20,Colorado,3202
11/14/20,Colorado,3230
11/15/20,Colorado,3271
11/16/20,Colorado,3361
11/17/20,Colorado,3431
11/18/20,Colorado,3497
11/19/20,Colorado,3562
11/20/20,Colorado,3614
11/21/20,Colorado,3649
11/22/20,Colorado,3688
11/23/20,Colorado,3766
11/24/20,Colorado,3866
11/25/20,Colorado,3941
11/26/20,Colorado,3977
11/27/20,Colorado,4069
11/28/20,Colorado,4131
11/29/20,Colorado,4162
11/30/20,Colorado,4258
12/1/20,Colorado,4338
12/2/20,Colorado,4388
12/3/20,Colorado,4475
12/4/20,Colorado,4550
12/5/20,Colorado,4586
12/6/20,Colorado,4610
12/7/20,Colorado,4689
12/8/20,Colorado,4734
12/9/20,Colorado,4787
12/10/20,Colorado,4841
12/11/20,Colorado,4888
12/12/20,Colorado,4910
12/13/20,Colorado,4935
12/14/20,Colorado,4985
12/15/20,Colorado,5030
12/16/20,Colorado,5060
12/17/20,Colorado,5100
12/18/20,Colorado,5126
12/19/20,Colorado,5138
12/20/20,Colorado,5153
12/21/20,Colorado,5191
12/22/20,Colorado,5217
12/23/20,Colorado,5242
12/24/20,Colorado,5267
12/25/20,Colorado,5282
12/26/20,Colorado,5293
12/27/20,Colorado,5304
12/28/20,Colorado,5351
12/29/20,Colorado,5368
12/30/20,Colorado,5397
12/31/20,Colorado,5420
1/1/21,Colorado,5435
1/2/21,Colorado,5451
1/3/21,Colorado,5464
1/4/21,Colorado,5503
1/5/21,Colorado,5523
1/6/21,Colorado,5542
1/7/21,Colorado,5570
1/8/21,Colorado,5587
1/9/21,Colorado,5600
1/10/21,Colorado,5616
1/11/21,Colorado,5641
1/12/21,Colorado,5669
1/13/21,Colorado,5687
1/14/21,Colorado,5714
1/15/21,Colorado,5734
1/16/21,Colorado,5740
1/17/21,Colorado,5744
1/18/21,Colorado,5762
1/19/21,Colorado,5774
1/20/21,Colorado,5792
1/21/21,Colorado,5800
1/22/21,Colorado,5816
1/23/21,Colorado,5823
1/24/21,Colorado,5827
1/25/21,Colorado,5847
1/26/21,Colorado,5857
1/27/21,Colorado,5868
1/28/21,Colorado,5875
1/29/21,Colorado,5886
1/30/21,Colorado,5893
1/31/21,Colorado,5895
2/1/21,Colorado,5903
2/2/21,Colorado,5918
2/3/21,Colorado,5927
2/4/21,Colorado,5937
2/5/21,Colorado,5945
2/6/21,Colorado,5952
2/7/21,Colorado,5954
2/8/21,Colorado,5963
2/9/21,Colorado,5972
2/10/21,Colorado,5979
2/11/21,Colorado,5983
2/12/21,Colorado,5989
2/13/21,Colorado,5991
2/14/21,Colorado,5994
2/15/21,Colorado,6002
2/16/21,Colorado,6014
2/17/21,Colorado,6023
2/18/21,Colorado,6028
2/19/21,Colorado,6032
2/20/21,Colorado,6036
2/21/21,Colorado,6038
2/22/21,Colorado,6049
2/23/21,Colorado,6051
2/24/21,Colorado,6056
2/25/21,Colorado,6062
2/26/21,Colorado,6068
2/27/21,Colorado,6072
2/28/21,Colorado,6074
3/1/21,Colorado,6078
3/2/21,Colorado,6082
3/3/21,Colorado,6090
3/4/21,Colorado,6093
3/5/21,Colorado,6094
3/6/21,Colorado,6100
3/7/21,Colorado,6103
3/8/21,Colorado,6113
3/9/21,Colorado,6116
3/10/21,Colorado,6119
3/11/21,Colorado,6125
3/12/21,Colorado,6131
3/13/21,Colorado,6136
3/14/21,Colorado,6138
3/15/21,Colorado,6142
3/16/21,Colorado,6146
3/17/21,Colorado,6149
3/18/21,Colorado,6156
3/19/21,Colorado,6158
3/20/21,Colorado,6160
3/21/21,Colorado,6163
3/22/21,Colorado,6165
3/23/21,Colorado,6170
3/24/21,Colorado,6174
3/25/21,Colorado,6176
3/26/21,Colorado,6181
3/27/21,Colorado,6182
3/28/21,Colorado,6186
3/29/21,Colorado,6195
3/30/21,Colorado,6200
3/31/21,Colorado,6211
4/1/21,Colorado,6217
4/2/21,Colorado,6225
4/3/21,Colorado,6233
4/4/21,Colorado,6238
4/5/21,Colorado,6244
4/6/21,Colorado,6253
4/7/21,Colorado,6261
4/8/21,Colorado,6269
4/9/21,Colorado,6272
4/10/21,Colorado,6280
4/11/21,Colorado,6285
4/12/21,Colorado,6294
4/13/21,Colorado,6304
4/14/21,Colorado,6317
4/15/21,Colorado,6321
4/16/21,Colorado,6335
4/17/21,Colorado,6341
4/18/21,Colorado,6351
4/19/21,Colorado,6362
4/20/21,Colorado,6367
4/21/21,Colorado,6385
4/22/21,Colorado,6399
4/23/21,Colorado,6416
4/24/21,Colorado,6424
4/25/21,Colorado,6432
4/26/21,Colorado,6442
4/27/21,Colorado,6447
4/28/21,Colorado,6460
4/29/21,Colorado,6471
4/30/21,Colorado,6482
5/1/21,Colorado,6491
5/2/21,Colorado,6494
5/3/21,Colorado,6506
5/4/21,Colorado,6515
5/5/21,Colorado,6529
5/6/21,Colorado,6536
5/7/21,Colorado,6544
5/8/21,Colorado,6552
5/9/21,Colorado,6560
5/10/21,Colorado,6573
5/11/21,Colorado,6582
5/12/21,Colorado,6592
5/13/21,Colorado,6599
5/14/21,Colorado,6612
5/15/21,Colorado,6617
5/16/21,Colorado,6624
5/17/21,Colorado,6633
5/18/21,Colorado,6643
5/19/21,Colorado,6647
5/20/21,Colorado,6654
5/21/21,Colorado,6657
5/22/21,Colorado,6663
5/23/21,Colorado,6674
5/24/21,Colorado,6685
5/25/21,Colorado,6686
5/26/21,Colorado,6690
5/27/21,Colorado,6698
5/28/21,Colorado,6708
5/29/21,Colorado,6716
5/30/21,Colorado,6718
5/31/21,Colorado,6727
6/1/21,Colorado,6736
6/2/21,Colorado,6746
6/3/21,Colorado,6755
6/4/21,Colorado,6759
6/5/21,Colorado,6761
6/6/21,Colorado,6766
6/7/21,Colorado,6772
6/8/21,Colorado,6776
6/9/21,Colorado,6779
6/10/21,Colorado,6783
6/11/21,Colorado,6787
6/12/21,Colorado,6790
6/13/21,Colorado,6796
6/14/21,Colorado,6802
6/15/21,Colorado,6807
6/16/21,Colorado,6818
6/17/21,Colorado,6825
6/18/21,Colorado,6829
6/19/21,Colorado,6831
6/20/21,Colorado,6834
6/21/21,Colorado,6839
6/22/21,Colorado,6841
6/23/21,Colorado,6841
6/24/21,Colorado,6851
6/25/21,Colorado,6858
6/26/21,Colorado,6861
6/27/21,Colorado,6868
6/28/21,Colorado,6880
6/29/21,Colorado,6884
6/30/21,Colorado,6887
7/1/21,Colorado,6890
7/2/21,Colorado,6893
7/3/21,Colorado,6894
7/4/21,Colorado,6896
7/5/21,Colorado,6902
7/6/21,Colorado,6906
7/7/21,Colorado,6911
7/8/21,Colorado,6919
7/9/21,Colorado,6922
7/10/21,Colorado,6924
7/11/21,Colorado,6931
7/12/21,Colorado,6937
7/13/21,Colorado,6943
7/14/21,Colorado,6951
7/15/21,Colorado,6957
7/16/21,Colorado,6960
7/17/21,Colorado,6963
7/18/21,Colorado,6972
7/19/21,Colorado,6978
7/20/21,Colorado,6982
7/21/21,Colorado,6989
7/22/21,Colorado,6998
7/23/21,Colorado,7001
7/24/21,Colorado,7006
7/25/21,Colorado,7009
7/26/21,Colorado,7015
7/27/21,Colorado,7020
7/28/21,Colorado,7032
7/29/21,Colorado,7041
7/30/21,Colorado,7052
7/31/21,Colorado,7059
8/1/21,Colorado,7069
8/2/21,Colorado,7077
8/3/21,Colorado,7084
8/4/21,Colorado,7092
8/5/21,Colorado,7108
8/6/21,Colorado,7113
8/7/21,Colorado,7119
8/8/21,Colorado,7129
8/9/21,Colorado,7141
8/10/21,Colorado,7151
8/11/21,Colorado,7166
8/12/21,Colorado,7179
8/13/21,Colorado,7193
8/14/21,Colorado,7197
8/15/21,Colorado,7209
8/16/21,Colorado,7231
8/17/21,Colorado,7241
8/18/21,Colorado,7248
8/19/21,Colorado,7259
8/20/21,Colorado,7271
8/21/21,Colorado,7281
8/22/21,Colorado,7286
8/23/21,Colorado,7303
8/24/21,Colorado,7318
8/25/21,Colorado,7337
8/26/21,Colorado,7352
8/27/21,Colorado,7364
8/28/21,Colorado,7369
8/29/21,Colorado,7382
8/30/21,Colorado,7401
8/31/21,Colorado,7421
9/1/21,Colorado,7438
9/2/21,Colorado,7460
9/3/21,Colorado,7487
9/4/21,Colorado,7496
9/5/21,Colorado,7507
9/6/21,Colorado,7520
9/7/21,Colorado,7540
9/8/21,Colorado,7563
9/9/21,Colorado,7574
9/10/21,Colorado,7590
9/11/21,Colorado,7598
9/12/21,Colorado,7608
9/13/21,Colorado,7627
9/14/21,Colorado,7659
9/15/21,Colorado,7677
9/16/21,Colorado,7699
9/17/21,Colorado,7718
9/18/21,Colorado,7733
9/19/21,Colorado,7744
9/20/21,Colorado,7774
9/21/21,Colorado,7797
9/22/21,Colorado,7813
9/23/21,Colorado,7829
9/24/21,Colorado,7852
9/25/21,Colorado,7867
9/26/21,Colorado,7885
9/27/21,Colorado,7908
9/28/21,Colorado,7931
9/29/21,Colorado,7965
9/30/21,Colorado,7980
10/1/21,Colorado,8010
10/2/21,Colorado,8026
10/3/21,Colorado,8039
10/4/21,Colorado,8075
10/5/21,Colorado,8106
10/6/21,Colorado,8130
10/7/21,Colorado,8149
10/8/21,Colorado,8181
10/9/21,Colorado,8196
10/10/21,Colorado,8212
10/11/21,Colorado,8243
10/12/21,Colorado,8264
10/13/21,Colorado,8284
10/14/21,Colorado,8316
10/15/21,Colorado,8347
10/16/21,Colorado,8380
10/17/21,Colorado,8397
10/18/21,Colorado,8437
10/19/21,Colorado,8477
10/20/21,Colorado,8509
10/21/21,Colorado,8543
10/22/21,Colorado,8591
10/23/21,Colorado,8615
10/24/21,Colorado,8637
10/25/21,Colorado,8684
10/26/21,Colorado,8731
10/27/21,Colorado,8759
10/28/21,Colorado,8799
10/29/21,Colorado,8836
10/30/21,Colorado,8854
10/31/21,Colorado,8878
11/1/21,Colorado,8924
11/2/21,Colorado,8965
11/3/21,Colorado,9007
11/4/21,Colorado,9044
11/5/21,Colorado,9093
11/6/21,Colorado,9126
11/7/21,Colorado,9150
11/8/21,Colorado,9198
11/9/21,Colorado,9236
11/10/21,Colorado,9279
11/11/21,Colorado,9332
11/12/21,Colorado,9367
11/13/21,Colorado,9395
11/14/21,Colorado,9424
11/15/21,Colorado,9486
11/16/21,Colorado,9530
11/17/21,Colorado,9575
11/18/21,Colorado,9607
11/19/21,Colorado,9630
11/20/21,Colorado,9648
11/21/21,Colorado,9676
11/22/21,Colorado,9731
11/23/21,Colorado,9773
11/24/21,Colorado,9811
11/25/21,Colorado,9833
11/26/21,Colorado,9869
11/27/21,Colorado,9892
11/28/21,Colorado,9922
11/29/21,Colorado,9956
11/30/21,Colorado,9991
12/1/21,Colorado,10018
12/2/21,Colorado,10055
12/3/21,Colorado,10093
12/4/21,Colorado,10111
12/5/21,Colorado,10134
12/6/21,Colorado,10183
12/7/21,Colorado,10208
12/8/21,Colorado,10235
12/9/21,Colorado,10271
12/10/21,Colorado,10293
12/11/21,Colorado,10302
12/12/21,Colorado,10318
12/13/21,Colorado,10346
12/14/21,Colorado,10377
12/15/21,Colorado,10394
12/16/21,Colorado,10418
12/17/21,Colorado,10444
12/18/21,Colorado,10464
12/19/21,Colorado,10485
12/20/21,Colorado,10509
12/21/21,Colorado,10538
12/22/21,Colorado,10559
12/23/21,Colorado,10578
12/24/21,Colorado,10582
12/25/21,Colorado,10594
12/26/21,Colorado,10615
12/27/21,Colorado,10668
12/28/21,Colorado,10706
12/29/21,Colorado,10743
12/30/21,Colorado,10779
12/31/21,Colorado,10806
1/1/22,Colorado,10815
1/2/22,Colorado,10840
1/3/22,Colorado,10921
1/4/22,Colorado,10972
1/5/22,Colorado,11022
1/6/22,Colorado,11080
1/7/22,Colorado,11129
1/8/22,Colorado,11159
1/9/22,Colorado,11186
1/10/22,Colorado,11265
1/11/22,Colorado,11332
1/12/22,Colorado,11374
1/13/22,Colorado,11431
1/14/22,Colorado,11494
1/15/22,Colorado,11508
1/16/22,Colorado,11529
1/17/22,Colorado,11584
1/18/22,Colorado,11640
1/19/22,Colorado,11676
1/20/22,Colorado,11711
1/21/22,Colorado,11744
1/22/22,Colorado,11773
1/23/22,Colorado,11798
1/24/22,Colorado,11857
1/25/22,Colorado,11884
1/26/22,Colorado,11915
1/27/22,Colorado,11951
1/28/22,Colorado,11981
1/29/22,Colorado,12002
1/30/22,Colorado,12017
1/31/22,Colorado,12052
2/1/22,Colorado,12080
2/2/22,Colorado,12093
2/3/22,Colorado,12114
2/4/22,Colorado,12139
2/5/22,Colorado,12161
2/6/22,Colorado,12168
2/7/22,Colorado,12193
2/8/22,Colorado,12209
2/9/22,Colorado,12227
2/10/22,Colorado,12242
2/11/22,Colorado,12255
2/12/22,Colorado,12261
2/13/22,Colorado,12270
2/14/22,Colorado,12282
2/15/22,Colorado,12294
2/16/22,Colorado,12303
2/17/22,Colorado,12314
2/18/22,Colorado,12318
2/19/22,Colorado,12323
2/20/22,Colorado,12331
2/21/22,Colorado,12336
2/22/22,Colorado,12352
2/23/22,Colorado,12354
2/24/22,Colorado,12362
2/25/22,Colorado,12366
2/26/22,Colorado,12368
2/27/22,Colorado,12371
2/28/22,Colorado,12381
3/1/22,Colorado,12387
3/2/22,Colorado,12392
3/3/22,Colorado,12394
3/4/22,Colorado,12399
3/5/22,Colorado,12403
3/6/22,Colorado,12404
3/7/22,Colorado,12410
3/8/22,Colorado,12415
3/9/22,Colorado,12418
3/10/22,Colorado,12421
3/11/22,Colorado,12424
3/12/22,Colorado,12428
3/13/22,Colorado,12428
3/14/22,Colorado,12434
3/15/22,Colorado,12437
3/16/22,Colorado,12440
3/17/22,Colorado,12441
3/18/22,Colorado,12443
3/19/22,Colorado,12444
3/20/22,Colorado,12446
3/21/22,Colorado,12450
3/22/22,Colorado,12453
3/23/22,Colorado,12454
3/24/22,Colorado,12459
