Date,State,Number of Death Cases
4/30/22,Pennsylvania,44677
5/1/22,Pennsylvania,44678
5/2/22,Pennsylvania,44679
5/3/22,Pennsylvania,44713
5/4/22,Pennsylvania,44733
5/5/22,Pennsylvania,44733
5/6/22,Pennsylvania,44733
5/7/22,Pennsylvania,44733
5/8/22,Pennsylvania,44733
5/9/22,Pennsylvania,44733
5/10/22,Pennsylvania,44733
5/11/22,Pennsylvania,44814
5/12/22,Pennsylvania,44814
5/13/22,Pennsylvania,44814
5/14/22,Pennsylvania,44814
5/15/22,Pennsylvania,44814
5/16/22,Pennsylvania,44814
5/17/22,Pennsylvania,44814
5/18/22,Pennsylvania,44898
5/19/22,Pennsylvania,44898
5/20/22,Pennsylvania,44898
5/21/22,Pennsylvania,44898
5/22/22,Pennsylvania,44898
5/23/22,Pennsylvania,44898
5/24/22,Pennsylvania,44898
5/25/22,Pennsylvania,45147
5/26/22,Pennsylvania,45147
5/27/22,Pennsylvania,45147
5/28/22,Pennsylvania,45147
5/29/22,Pennsylvania,45147
5/30/22,Pennsylvania,45147
5/31/22,Pennsylvania,45147
6/1/22,Pennsylvania,45254
6/2/22,Pennsylvania,45254
6/3/22,Pennsylvania,45254
6/4/22,Pennsylvania,45254
6/5/22,Pennsylvania,45254
6/6/22,Pennsylvania,45254
6/7/22,Pennsylvania,45254
6/8/22,Pennsylvania,45413
6/9/22,Pennsylvania,45413
6/10/22,Pennsylvania,45413
6/11/22,Pennsylvania,45413
6/12/22,Pennsylvania,45413
6/13/22,Pennsylvania,45413
6/14/22,Pennsylvania,45413
6/15/22,Pennsylvania,45413
6/16/22,Pennsylvania,45580
6/17/22,Pennsylvania,45580
6/18/22,Pennsylvania,45580
6/19/22,Pennsylvania,45580
6/20/22,Pennsylvania,45580
6/21/22,Pennsylvania,45580
6/22/22,Pennsylvania,45657
6/23/22,Pennsylvania,45657
6/24/22,Pennsylvania,45657
6/25/22,Pennsylvania,45657
6/26/22,Pennsylvania,45657
6/27/22,Pennsylvania,45657
6/28/22,Pennsylvania,45657
6/29/22,Pennsylvania,45657
6/30/22,Pennsylvania,45766
7/1/22,Pennsylvania,45766
7/2/22,Pennsylvania,45766
7/3/22,Pennsylvania,45766
7/4/22,Pennsylvania,45766
7/5/22,Pennsylvania,45766
7/6/22,Pennsylvania,45821
7/7/22,Pennsylvania,45821
7/8/22,Pennsylvania,45821
7/9/22,Pennsylvania,45821
7/10/22,Pennsylvania,45821
7/11/22,Pennsylvania,45821
7/12/22,Pennsylvania,45821
7/13/22,Pennsylvania,45949
7/14/22,Pennsylvania,45949
7/15/22,Pennsylvania,45949
7/16/22,Pennsylvania,45949
7/17/22,Pennsylvania,45949
7/18/22,Pennsylvania,45949
7/19/22,Pennsylvania,45949
7/20/22,Pennsylvania,46047
7/21/22,Pennsylvania,46047
7/22/22,Pennsylvania,46047
7/23/22,Pennsylvania,46047
7/24/22,Pennsylvania,46047
7/25/22,Pennsylvania,46047
7/26/22,Pennsylvania,46047
7/27/22,Pennsylvania,46164
7/28/22,Pennsylvania,46164
7/29/22,Pennsylvania,46164
7/30/22,Pennsylvania,46164
7/31/22,Pennsylvania,46164
8/1/22,Pennsylvania,46164
8/2/22,Pennsylvania,46164
8/3/22,Pennsylvania,46261
8/4/22,Pennsylvania,46261
8/5/22,Pennsylvania,46261
8/6/22,Pennsylvania,46261
8/7/22,Pennsylvania,46261
8/8/22,Pennsylvania,46261
8/9/22,Pennsylvania,46261
8/10/22,Pennsylvania,46374
8/11/22,Pennsylvania,46374
8/12/22,Pennsylvania,46374
8/13/22,Pennsylvania,46374
8/14/22,Pennsylvania,46374
8/15/22,Pennsylvania,46374
8/16/22,Pennsylvania,46374
8/17/22,Pennsylvania,46494
8/18/22,Pennsylvania,46514
8/19/22,Pennsylvania,46514
8/20/22,Pennsylvania,46514
8/21/22,Pennsylvania,46514
8/22/22,Pennsylvania,46514
8/23/22,Pennsylvania,46514
8/24/22,Pennsylvania,46596
8/25/22,Pennsylvania,46596
8/26/22,Pennsylvania,46596
8/27/22,Pennsylvania,46596
8/28/22,Pennsylvania,46596
8/29/22,Pennsylvania,46596
8/30/22,Pennsylvania,46596
8/31/22,Pennsylvania,46716
9/1/22,Pennsylvania,46716
9/2/22,Pennsylvania,46716
9/3/22,Pennsylvania,46716
9/4/22,Pennsylvania,46716
9/5/22,Pennsylvania,46716
9/6/22,Pennsylvania,46716
9/7/22,Pennsylvania,46831
9/8/22,Pennsylvania,46831
9/9/22,Pennsylvania,46831
9/10/22,Pennsylvania,46831
9/11/22,Pennsylvania,46831
9/12/22,Pennsylvania,46831
9/13/22,Pennsylvania,46831
9/14/22,Pennsylvania,46970
9/15/22,Pennsylvania,46970
9/16/22,Pennsylvania,46970
9/17/22,Pennsylvania,46970
9/18/22,Pennsylvania,46970
9/19/22,Pennsylvania,46970
9/20/22,Pennsylvania,46970
9/21/22,Pennsylvania,47098
9/22/22,Pennsylvania,47098
9/23/22,Pennsylvania,47098
9/24/22,Pennsylvania,47098
9/25/22,Pennsylvania,47098
9/26/22,Pennsylvania,47098
9/27/22,Pennsylvania,47098
9/28/22,Pennsylvania,47213
9/29/22,Pennsylvania,47213
9/30/22,Pennsylvania,47213
10/1/22,Pennsylvania,47213
10/2/22,Pennsylvania,47213
10/3/22,Pennsylvania,47213
10/4/22,Pennsylvania,47213
10/5/22,Pennsylvania,47323
10/6/22,Pennsylvania,47323
10/7/22,Pennsylvania,47323
10/8/22,Pennsylvania,47323
10/9/22,Pennsylvania,47323
10/10/22,Pennsylvania,47323
10/11/22,Pennsylvania,47323
10/12/22,Pennsylvania,47442
10/13/22,Pennsylvania,47442
10/14/22,Pennsylvania,47442
10/15/22,Pennsylvania,47442
10/16/22,Pennsylvania,47442
10/17/22,Pennsylvania,47442
10/18/22,Pennsylvania,47442
10/19/22,Pennsylvania,47582
10/20/22,Pennsylvania,47582
10/21/22,Pennsylvania,47582
10/22/22,Pennsylvania,47582
10/23/22,Pennsylvania,47582
10/24/22,Pennsylvania,47582
10/25/22,Pennsylvania,47582
10/26/22,Pennsylvania,47705
10/27/22,Pennsylvania,47705
10/28/22,Pennsylvania,47705
10/29/22,Pennsylvania,47705
10/30/22,Pennsylvania,47705
10/31/22,Pennsylvania,47705
11/1/22,Pennsylvania,47705
11/2/22,Pennsylvania,47840
11/3/22,Pennsylvania,47840
11/4/22,Pennsylvania,47840
11/5/22,Pennsylvania,47840
11/6/22,Pennsylvania,47840
11/7/22,Pennsylvania,47840
11/8/22,Pennsylvania,47840
11/9/22,Pennsylvania,47994
11/10/22,Pennsylvania,47994
11/11/22,Pennsylvania,47994
11/12/22,Pennsylvania,47994
11/13/22,Pennsylvania,47994
11/14/22,Pennsylvania,47994
11/15/22,Pennsylvania,47994
11/16/22,Pennsylvania,48126
11/17/22,Pennsylvania,48126
11/18/22,Pennsylvania,48126
11/19/22,Pennsylvania,48126
11/20/22,Pennsylvania,48126
11/21/22,Pennsylvania,48126
11/22/22,Pennsylvania,48126
11/23/22,Pennsylvania,48271
11/24/22,Pennsylvania,48271
11/25/22,Pennsylvania,48271
11/26/22,Pennsylvania,48271
11/27/22,Pennsylvania,48271
11/28/22,Pennsylvania,48271
11/29/22,Pennsylvania,48271
11/30/22,Pennsylvania,48387
12/1/22,Pennsylvania,48387
12/2/22,Pennsylvania,48387
12/3/22,Pennsylvania,48387
12/4/22,Pennsylvania,48387
12/5/22,Pennsylvania,48387
12/6/22,Pennsylvania,48387
12/7/22,Pennsylvania,48527
12/8/22,Pennsylvania,48527
1/22/20,Puerto Rico,0
1/23/20,Puerto Rico,0
1/24/20,Puerto Rico,0
1/25/20,Puerto Rico,0
1/26/20,Puerto Rico,0
1/27/20,Puerto Rico,0
1/28/20,Puerto Rico,0
1/29/20,Puerto Rico,0
1/30/20,Puerto Rico,0
1/31/20,Puerto Rico,0
2/1/20,Puerto Rico,0
2/2/20,Puerto Rico,0
2/3/20,Puerto Rico,0
2/4/20,Puerto Rico,0
2/5/20,Puerto Rico,0
2/6/20,Puerto Rico,0
2/7/20,Puerto Rico,0
2/8/20,Puerto Rico,0
2/9/20,Puerto Rico,0
2/10/20,Puerto Rico,0
2/11/20,Puerto Rico,0
2/12/20,Puerto Rico,0
2/13/20,Puerto Rico,0
2/14/20,Puerto Rico,0
2/15/20,Puerto Rico,0
2/16/20,Puerto Rico,0
2/17/20,Puerto Rico,0
2/18/20,Puerto Rico,0
2/19/20,Puerto Rico,0
2/20/20,Puerto Rico,0
2/21/20,Puerto Rico,0
2/22/20,Puerto Rico,0
2/23/20,Puerto Rico,0
2/24/20,Puerto Rico,0
2/25/20,Puerto Rico,0
2/26/20,Puerto Rico,0
2/27/20,Puerto Rico,0
2/28/20,Puerto Rico,0
2/29/20,Puerto Rico,0
3/1/20,Puerto Rico,0
3/2/20,Puerto Rico,0
3/3/20,Puerto Rico,0
3/4/20,Puerto Rico,0
3/5/20,Puerto Rico,0
3/6/20,Puerto Rico,0
3/7/20,Puerto Rico,0
3/8/20,Puerto Rico,0
3/9/20,Puerto Rico,0
3/10/20,Puerto Rico,0
3/11/20,Puerto Rico,0
3/12/20,Puerto Rico,0
3/13/20,Puerto Rico,0
3/14/20,Puerto Rico,0
3/15/20,Puerto Rico,0
3/16/20,Puerto Rico,0
3/17/20,Puerto Rico,0
3/18/20,Puerto Rico,0
3/19/20,Puerto Rico,0
3/20/20,Puerto Rico,0
3/21/20,Puerto Rico,1
3/22/20,Puerto Rico,1
3/23/20,Puerto Rico,2
3/24/20,Puerto Rico,2
3/25/20,Puerto Rico,2
3/26/20,Puerto Rico,2
3/27/20,Puerto Rico,3
3/28/20,Puerto Rico,3
3/29/20,Puerto Rico,3
3/30/20,Puerto Rico,6
3/31/20,Puerto Rico,8
4/1/20,Puerto Rico,11
4/2/20,Puerto Rico,12
4/3/20,Puerto Rico,15
4/4/20,Puerto Rico,18
4/5/20,Puerto Rico,20
4/6/20,Puerto Rico,21
4/7/20,Puerto Rico,23
4/8/20,Puerto Rico,24
4/9/20,Puerto Rico,33
4/10/20,Puerto Rico,39
4/11/20,Puerto Rico,42
4/12/20,Puerto Rico,44
4/13/20,Puerto Rico,45
4/14/20,Puerto Rico,45
4/15/20,Puerto Rico,51
4/16/20,Puerto Rico,56
4/17/20,Puerto Rico,58
4/18/20,Puerto Rico,60
4/19/20,Puerto Rico,62
4/20/20,Puerto Rico,63
4/21/20,Puerto Rico,64
4/22/20,Puerto Rico,63
4/23/20,Puerto Rico,69
4/24/20,Puerto Rico,77
4/25/20,Puerto Rico,83
4/26/20,Puerto Rico,84
4/27/20,Puerto Rico,84
4/28/20,Puerto Rico,86
4/29/20,Puerto Rico,86
4/30/20,Puerto Rico,92
5/1/20,Puerto Rico,94
5/2/20,Puerto Rico,95
5/3/20,Puerto Rico,97
5/4/20,Puerto Rico,97
5/5/20,Puerto Rico,99
5/6/20,Puerto Rico,99
5/7/20,Puerto Rico,102
5/8/20,Puerto Rico,107
5/9/20,Puerto Rico,108
5/10/20,Puerto Rico,111
5/11/20,Puerto Rico,113
5/12/20,Puerto Rico,114
5/13/20,Puerto Rico,115
5/14/20,Puerto Rico,117
5/15/20,Puerto Rico,122
5/16/20,Puerto Rico,122
5/17/20,Puerto Rico,123
5/18/20,Puerto Rico,124
5/19/20,Puerto Rico,124
5/20/20,Puerto Rico,125
5/21/20,Puerto Rico,126
5/22/20,Puerto Rico,126
5/23/20,Puerto Rico,127
5/24/20,Puerto Rico,127
5/25/20,Puerto Rico,129
5/26/20,Puerto Rico,129
5/27/20,Puerto Rico,129
5/28/20,Puerto Rico,131
5/29/20,Puerto Rico,132
5/30/20,Puerto Rico,133
5/31/20,Puerto Rico,136
6/1/20,Puerto Rico,136
6/2/20,Puerto Rico,138
6/3/20,Puerto Rico,140
6/4/20,Puerto Rico,140
6/5/20,Puerto Rico,141
6/6/20,Puerto Rico,142
6/7/20,Puerto Rico,142
6/8/20,Puerto Rico,142
6/9/20,Puerto Rico,142
6/10/20,Puerto Rico,143
6/11/20,Puerto Rico,144
6/12/20,Puerto Rico,146
6/13/20,Puerto Rico,146
6/14/20,Puerto Rico,147
6/15/20,Puerto Rico,147
6/16/20,Puerto Rico,147
6/17/20,Puerto Rico,147
6/18/20,Puerto Rico,147
6/19/20,Puerto Rico,147
6/20/20,Puerto Rico,147
6/21/20,Puerto Rico,149
6/22/20,Puerto Rico,149
6/23/20,Puerto Rico,149
6/24/20,Puerto Rico,149
6/25/20,Puerto Rico,151
6/26/20,Puerto Rico,151
6/27/20,Puerto Rico,152
6/28/20,Puerto Rico,153
6/29/20,Puerto Rico,153
6/30/20,Puerto Rico,153
7/1/20,Puerto Rico,153
7/2/20,Puerto Rico,153
7/3/20,Puerto Rico,154
7/4/20,Puerto Rico,155
7/5/20,Puerto Rico,155
7/6/20,Puerto Rico,155
7/7/20,Puerto Rico,157
7/8/20,Puerto Rico,159
7/9/20,Puerto Rico,159
7/10/20,Puerto Rico,159
7/11/20,Puerto Rico,167
7/12/20,Puerto Rico,167
7/13/20,Puerto Rico,167
7/14/20,Puerto Rico,169
7/15/20,Puerto Rico,171
7/16/20,Puerto Rico,172
7/17/20,Puerto Rico,177
7/18/20,Puerto Rico,178
7/19/20,Puerto Rico,178
7/20/20,Puerto Rico,180
7/21/20,Puerto Rico,180
7/22/20,Puerto Rico,185
7/23/20,Puerto Rico,188
7/24/20,Puerto Rico,191
7/25/20,Puerto Rico,201
7/26/20,Puerto Rico,201
7/27/20,Puerto Rico,201
7/28/20,Puerto Rico,209
7/29/20,Puerto Rico,211
7/30/20,Puerto Rico,214
7/31/20,Puerto Rico,219
8/1/20,Puerto Rico,225
8/2/20,Puerto Rico,230
8/3/20,Puerto Rico,230
8/4/20,Puerto Rico,237
8/5/20,Puerto Rico,246
8/6/20,Puerto Rico,258
8/7/20,Puerto Rico,265
8/8/20,Puerto Rico,274
8/9/20,Puerto Rico,279
8/10/20,Puerto Rico,279
8/11/20,Puerto Rico,287
8/12/20,Puerto Rico,295
8/13/20,Puerto Rico,306
8/14/20,Puerto Rico,317
8/15/20,Puerto Rico,329
8/16/20,Puerto Rico,335
8/17/20,Puerto Rico,335
8/18/20,Puerto Rico,346
8/19/20,Puerto Rico,356
8/20/20,Puerto Rico,367
8/21/20,Puerto Rico,374
8/22/20,Puerto Rico,381
8/23/20,Puerto Rico,390
8/24/20,Puerto Rico,390
8/25/20,Puerto Rico,395
8/26/20,Puerto Rico,404
8/27/20,Puerto Rico,412
8/28/20,Puerto Rico,424
8/29/20,Puerto Rico,428
8/30/20,Puerto Rico,434
8/31/20,Puerto Rico,434
9/1/20,Puerto Rico,435
9/2/20,Puerto Rico,443
9/3/20,Puerto Rico,448
9/4/20,Puerto Rico,455
9/5/20,Puerto Rico,464
9/6/20,Puerto Rico,477
9/7/20,Puerto Rico,477
9/8/20,Puerto Rico,482
9/9/20,Puerto Rico,500
9/10/20,Puerto Rico,512
9/11/20,Puerto Rico,523
9/12/20,Puerto Rico,535
9/13/20,Puerto Rico,539
9/14/20,Puerto Rico,542
9/15/20,Puerto Rico,551
9/16/20,Puerto Rico,570
9/17/20,Puerto Rico,588
9/18/20,Puerto Rico,599
9/19/20,Puerto Rico,605
9/20/20,Puerto Rico,608
9/21/20,Puerto Rico,609
9/22/20,Puerto Rico,613
9/23/20,Puerto Rico,617
9/24/20,Puerto Rico,627
9/25/20,Puerto Rico,635
9/26/20,Puerto Rico,642
9/27/20,Puerto Rico,644
9/28/20,Puerto Rico,648
9/29/20,Puerto Rico,654
9/30/20,Puerto Rico,661
10/1/20,Puerto Rico,665
10/2/20,Puerto Rico,673
10/3/20,Puerto Rico,681
10/4/20,Puerto Rico,686
10/5/20,Puerto Rico,695
10/6/20,Puerto Rico,696
10/7/20,Puerto Rico,705
10/8/20,Puerto Rico,715
10/9/20,Puerto Rico,720
10/10/20,Puerto Rico,728
10/11/20,Puerto Rico,730
10/12/20,Puerto Rico,735
10/13/20,Puerto Rico,738
10/14/20,Puerto Rico,742
10/15/20,Puerto Rico,743
10/16/20,Puerto Rico,758
10/17/20,Puerto Rico,761
10/18/20,Puerto Rico,766
10/19/20,Puerto Rico,768
10/20/20,Puerto Rico,769
10/21/20,Puerto Rico,774
10/22/20,Puerto Rico,783
10/23/20,Puerto Rico,791
10/24/20,Puerto Rico,794
10/25/20,Puerto Rico,801
10/26/20,Puerto Rico,804
10/27/20,Puerto Rico,808
10/28/20,Puerto Rico,813
10/29/20,Puerto Rico,814
10/30/20,Puerto Rico,820
10/31/20,Puerto Rico,822
11/1/20,Puerto Rico,832
11/2/20,Puerto Rico,839
11/3/20,Puerto Rico,842
11/4/20,Puerto Rico,850
11/5/20,Puerto Rico,855
11/6/20,Puerto Rico,862
11/7/20,Puerto Rico,862
11/8/20,Puerto Rico,872
11/9/20,Puerto Rico,882
11/10/20,Puerto Rico,889
11/11/20,Puerto Rico,901
11/12/20,Puerto Rico,909
11/13/20,Puerto Rico,914
11/14/20,Puerto Rico,921
11/15/20,Puerto Rico,935
11/16/20,Puerto Rico,942
11/17/20,Puerto Rico,951
11/18/20,Puerto Rico,971
11/19/20,Puerto Rico,982
11/20/20,Puerto Rico,991
11/21/20,Puerto Rico,1012
11/22/20,Puerto Rico,1017
11/23/20,Puerto Rico,1032
11/24/20,Puerto Rico,1038
11/25/20,Puerto Rico,1052
11/26/20,Puerto Rico,1069
11/27/20,Puerto Rico,1076
11/28/20,Puerto Rico,1083
11/29/20,Puerto Rico,1094
11/30/20,Puerto Rico,1106
12/1/20,Puerto Rico,1122
12/2/20,Puerto Rico,1144
12/3/20,Puerto Rico,1155
12/4/20,Puerto Rico,1173
12/5/20,Puerto Rico,1185
12/6/20,Puerto Rico,1192
12/7/20,Puerto Rico,1203
12/8/20,Puerto Rico,1206
12/9/20,Puerto Rico,1219
12/10/20,Puerto Rico,1238
12/11/20,Puerto Rico,1249
12/12/20,Puerto Rico,1266
12/13/20,Puerto Rico,1272
12/14/20,Puerto Rico,1282
12/15/20,Puerto Rico,1294
12/16/20,Puerto Rico,1312
12/17/20,Puerto Rico,1323
12/18/20,Puerto Rico,1333
12/19/20,Puerto Rico,1342
12/20/20,Puerto Rico,1368
12/21/20,Puerto Rico,1382
12/22/20,Puerto Rico,1391
12/23/20,Puerto Rico,1408
12/24/20,Puerto Rico,1423
12/25/20,Puerto Rico,1432
12/26/20,Puerto Rico,1432
12/27/20,Puerto Rico,1445
12/28/20,Puerto Rico,1456
12/29/20,Puerto Rico,1460
12/30/20,Puerto Rico,1484
12/31/20,Puerto Rico,1503
1/1/21,Puerto Rico,1521
1/2/21,Puerto Rico,1526
1/3/21,Puerto Rico,1545
1/4/21,Puerto Rico,1555
1/5/21,Puerto Rico,1562
1/6/21,Puerto Rico,1570
1/7/21,Puerto Rico,1588
1/8/21,Puerto Rico,1592
1/9/21,Puerto Rico,1616
1/10/21,Puerto Rico,1630
1/11/21,Puerto Rico,1642
1/12/21,Puerto Rico,1645
1/13/21,Puerto Rico,1659
1/14/21,Puerto Rico,1679
1/15/21,Puerto Rico,1692
1/16/21,Puerto Rico,1703
1/17/21,Puerto Rico,1703
1/18/21,Puerto Rico,1703
1/19/21,Puerto Rico,1703
1/20/21,Puerto Rico,1717
1/21/21,Puerto Rico,1732
1/22/21,Puerto Rico,1761
1/23/21,Puerto Rico,1771
1/24/21,Puerto Rico,1773
1/25/21,Puerto Rico,1778
1/26/21,Puerto Rico,1783
1/27/21,Puerto Rico,1794
1/28/21,Puerto Rico,1801
1/29/21,Puerto Rico,1812
1/30/21,Puerto Rico,1823
1/31/21,Puerto Rico,1829
2/1/21,Puerto Rico,1836
2/2/21,Puerto Rico,1846
2/3/21,Puerto Rico,1853
2/4/21,Puerto Rico,1861
2/5/21,Puerto Rico,1867
2/6/21,Puerto Rico,1872
2/7/21,Puerto Rico,1883
2/8/21,Puerto Rico,1888
2/9/21,Puerto Rico,1893
2/10/21,Puerto Rico,1897
2/11/21,Puerto Rico,1902
2/12/21,Puerto Rico,1907
2/13/21,Puerto Rico,1915
2/14/21,Puerto Rico,1919
2/15/21,Puerto Rico,1920
2/16/21,Puerto Rico,1924
2/17/21,Puerto Rico,1930
2/18/21,Puerto Rico,1940
2/19/21,Puerto Rico,1947
2/20/21,Puerto Rico,1957
2/21/21,Puerto Rico,1979
2/22/21,Puerto Rico,1983
2/23/21,Puerto Rico,1986
2/24/21,Puerto Rico,2007
2/25/21,Puerto Rico,2016
2/26/21,Puerto Rico,2023
2/27/21,Puerto Rico,2032
2/28/21,Puerto Rico,2036
3/1/21,Puerto Rico,2037
3/2/21,Puerto Rico,2040
3/3/21,Puerto Rico,2048
3/4/21,Puerto Rico,2053
3/5/21,Puerto Rico,2056
3/6/21,Puerto Rico,2059
3/7/21,Puerto Rico,2059
3/8/21,Puerto Rico,2059
3/9/21,Puerto Rico,2066
3/10/21,Puerto Rico,2066
3/11/21,Puerto Rico,2073
3/12/21,Puerto Rico,2077
3/13/21,Puerto Rico,2077
3/14/21,Puerto Rico,2080
3/15/21,Puerto Rico,2081
3/16/21,Puerto Rico,2083
3/17/21,Puerto Rico,2085
3/18/21,Puerto Rico,2089
3/19/21,Puerto Rico,2092
3/20/21,Puerto Rico,2096
3/21/21,Puerto Rico,2096
3/22/21,Puerto Rico,2098
3/23/21,Puerto Rico,2100
3/24/21,Puerto Rico,2103
3/25/21,Puerto Rico,2106
3/26/21,Puerto Rico,2109
3/27/21,Puerto Rico,2112
3/28/21,Puerto Rico,2112
3/29/21,Puerto Rico,2112
3/30/21,Puerto Rico,2113
3/31/21,Puerto Rico,2118
4/1/21,Puerto Rico,2121
4/2/21,Puerto Rico,2126
4/3/21,Puerto Rico,2126
4/4/21,Puerto Rico,2131
4/5/21,Puerto Rico,2136
4/6/21,Puerto Rico,2139
4/7/21,Puerto Rico,2141
4/8/21,Puerto Rico,2146
4/9/21,Puerto Rico,2152
4/10/21,Puerto Rico,2154
4/11/21,Puerto Rico,2155
4/12/21,Puerto Rico,2162
4/13/21,Puerto Rico,2174
4/14/21,Puerto Rico,2182
4/15/21,Puerto Rico,2185
4/16/21,Puerto Rico,2194
4/17/21,Puerto Rico,2200
4/18/21,Puerto Rico,2207
4/19/21,Puerto Rico,2213
4/20/21,Puerto Rico,2224
4/21/21,Puerto Rico,2238
4/22/21,Puerto Rico,2246
4/23/21,Puerto Rico,2263
4/24/21,Puerto Rico,2264
4/25/21,Puerto Rico,2265
4/26/21,Puerto Rico,2279
4/27/21,Puerto Rico,2285
4/28/21,Puerto Rico,2296
4/29/21,Puerto Rico,2303
4/30/21,Puerto Rico,2310
5/1/21,Puerto Rico,2313
5/2/21,Puerto Rico,2315
5/3/21,Puerto Rico,2323
5/4/21,Puerto Rico,2337
5/5/21,Puerto Rico,2348
5/6/21,Puerto Rico,2355
5/7/21,Puerto Rico,2367
5/8/21,Puerto Rico,2372
5/9/21,Puerto Rico,2374
5/10/21,Puerto Rico,2384
5/11/21,Puerto Rico,2384
5/12/21,Puerto Rico,2412
5/13/21,Puerto Rico,2421
5/14/21,Puerto Rico,2431
5/15/21,Puerto Rico,2435
5/16/21,Puerto Rico,2438
5/17/21,Puerto Rico,2445
5/18/21,Puerto Rico,2452
5/19/21,Puerto Rico,2461
5/20/21,Puerto Rico,2466
5/21/21,Puerto Rico,2471
5/22/21,Puerto Rico,2472
5/23/21,Puerto Rico,2474
5/24/21,Puerto Rico,2480
5/25/21,Puerto Rico,2483
5/26/21,Puerto Rico,2489
5/27/21,Puerto Rico,2495
5/28/21,Puerto Rico,2499
5/29/21,Puerto Rico,2501
5/30/21,Puerto Rico,2501
5/31/21,Puerto Rico,2505
6/1/21,Puerto Rico,2509
6/2/21,Puerto Rico,2512
6/3/21,Puerto Rico,2515
6/4/21,Puerto Rico,2516
6/5/21,Puerto Rico,2518
6/6/21,Puerto Rico,2519
6/7/21,Puerto Rico,2522
6/8/21,Puerto Rico,2524
6/9/21,Puerto Rico,2524
6/10/21,Puerto Rico,2525
6/11/21,Puerto Rico,2530
6/12/21,Puerto Rico,2530
6/13/21,Puerto Rico,2530
6/14/21,Puerto Rico,2536
6/15/21,Puerto Rico,2538
6/16/21,Puerto Rico,2539
6/17/21,Puerto Rico,2539
6/18/21,Puerto Rico,2539
6/19/21,Puerto Rico,2540
6/20/21,Puerto Rico,2540
6/21/21,Puerto Rico,2543
6/22/21,Puerto Rico,2543
6/23/21,Puerto Rico,2544
6/24/21,Puerto Rico,2545
6/25/21,Puerto Rico,2546
6/26/21,Puerto Rico,2546
6/27/21,Puerto Rico,2547
6/28/21,Puerto Rico,2547
6/29/21,Puerto Rico,2549
6/30/21,Puerto Rico,2549
7/1/21,Puerto Rico,2550
7/2/21,Puerto Rico,2552
7/3/21,Puerto Rico,2552
7/4/21,Puerto Rico,2552
7/5/21,Puerto Rico,2552
7/6/21,Puerto Rico,2552
7/7/21,Puerto Rico,2553
7/8/21,Puerto Rico,2553
7/9/21,Puerto Rico,2554
7/10/21,Puerto Rico,2554
7/11/21,Puerto Rico,2555
7/12/21,Puerto Rico,2555
7/13/21,Puerto Rico,2555
7/14/21,Puerto Rico,2559
7/15/21,Puerto Rico,2560
7/16/21,Puerto Rico,2560
7/17/21,Puerto Rico,2561
7/18/21,Puerto Rico,2561
7/19/21,Puerto Rico,2562
7/20/21,Puerto Rico,2565
7/21/21,Puerto Rico,2566
7/22/21,Puerto Rico,2567
7/23/21,Puerto Rico,2567
7/24/21,Puerto Rico,2568
7/25/21,Puerto Rico,2568
7/26/21,Puerto Rico,2569
7/27/21,Puerto Rico,2574
7/28/21,Puerto Rico,2577
7/29/21,Puerto Rico,2578
7/30/21,Puerto Rico,2578
7/31/21,Puerto Rico,2580
8/1/21,Puerto Rico,2581
8/2/21,Puerto Rico,2585
8/3/21,Puerto Rico,2589
8/4/21,Puerto Rico,2594
8/5/21,Puerto Rico,2594
8/6/21,Puerto Rico,2604
8/7/21,Puerto Rico,2609
8/8/21,Puerto Rico,2611
8/9/21,Puerto Rico,2620
8/10/21,Puerto Rico,2626
8/11/21,Puerto Rico,2643
8/12/21,Puerto Rico,2651
8/13/21,Puerto Rico,2658
8/14/21,Puerto Rico,2662
8/15/21,Puerto Rico,2667
8/16/21,Puerto Rico,2678
8/17/21,Puerto Rico,2689
8/18/21,Puerto Rico,2702
8/19/21,Puerto Rico,2715
8/20/21,Puerto Rico,2725
8/21/21,Puerto Rico,2738
8/22/21,Puerto Rico,2742
8/23/21,Puerto Rico,2758
8/24/21,Puerto Rico,2778
8/25/21,Puerto Rico,2786
8/26/21,Puerto Rico,2804
8/27/21,Puerto Rico,2823
8/28/21,Puerto Rico,2826
8/29/21,Puerto Rico,2832
8/30/21,Puerto Rico,2860
8/31/21,Puerto Rico,2875
9/1/21,Puerto Rico,2884
9/2/21,Puerto Rico,2884
9/3/21,Puerto Rico,2898
9/4/21,Puerto Rico,2907
9/5/21,Puerto Rico,2919
9/6/21,Puerto Rico,2923
9/7/21,Puerto Rico,2928
9/8/21,Puerto Rico,2949
9/9/21,Puerto Rico,2967
9/10/21,Puerto Rico,2984
9/11/21,Puerto Rico,2995
9/12/21,Puerto Rico,2998
9/13/21,Puerto Rico,3003
9/14/21,Puerto Rico,3028
9/15/21,Puerto Rico,3044
9/16/21,Puerto Rico,3055
9/17/21,Puerto Rico,3064
9/18/21,Puerto Rico,3072
9/19/21,Puerto Rico,3074
9/20/21,Puerto Rico,3076
9/21/21,Puerto Rico,3092
9/22/21,Puerto Rico,3105
9/23/21,Puerto Rico,3109
9/24/21,Puerto Rico,3117
9/25/21,Puerto Rico,3127
9/26/21,Puerto Rico,3132
9/27/21,Puerto Rico,3133
9/28/21,Puerto Rico,3142
9/29/21,Puerto Rico,3148
